Location,Created At,Text,Sentiment,Polarity,subjectivity,Favs,Retweets,Tags,Nouns
,2019-10-18 05:58:50,RT @LivPosting: Conservatives will rely on “science” to say there are only two genders and then pretend global warming doesn’t exist,Neutral,0.0,0.5,0,5287,"['RT', 'Conservatives', 'will', 'rely', 'on', 'science', 'to', 'say', 'there', 'are', 'only', 'two', 'genders', 'and', 'then', 'pretend', 'global', 'warming', 'doesn', 't', 'exist']","['rt conservatives', 'doesn t']"
,2019-10-18 05:58:01,"RT @MahiHerambha: Thought for Day by considering global warming and environment change 👍
#FridayMotivation 
#FridayFeeling https://t.co/hoI…",Neutral,0.0,0.0,0,3,"['RT', 'Thought', 'for', 'Day', 'by', 'considering', 'global', 'warming', 'and', 'environment', 'change', 'FridayMotivation', 'FridayFeeling']","['rt thought', 'fridaymotivation fridayfeeling']"
,2019-10-18 05:57:56,"e.g. ""Newcomer/debutant starlet arrived in her new SUV to do some greta-panti on rising pollution and global warming""",Positive,0.06818181818181818,0.22727272727272727,0,0,"['e', 'g', 'Newcomer', 'debutant', 'starlet', 'arrived', 'in', 'her', 'new', 'SUV', 'to', 'do', 'some', 'greta', 'panti', 'on', 'rising', 'pollution', 'and', 'global', 'warming']","['e g', 'newcomer', 'debutant starlet', 'suv', 'greta panti']"
,2019-10-18 05:57:31,"RT @MahiHerambha: Thought for Day by considering global warming and environment change 👍
#FridayMotivation 
#FridayFeeling https://t.co/hoI…",Neutral,0.0,0.0,0,3,"['RT', 'Thought', 'for', 'Day', 'by', 'considering', 'global', 'warming', 'and', 'environment', 'change', 'FridayMotivation', 'FridayFeeling']","['rt thought', 'fridaymotivation fridayfeeling']"
,2019-10-18 05:57:23,RT @LivPosting: Conservatives will rely on “science” to say there are only two genders and then pretend global warming doesn’t exist,Neutral,0.0,0.5,0,5287,"['RT', 'Conservatives', 'will', 'rely', 'on', 'science', 'to', 'say', 'there', 'are', 'only', 'two', 'genders', 'and', 'then', 'pretend', 'global', 'warming', 'doesn', 't', 'exist']","['rt conservatives', 'doesn t']"
,2019-10-18 05:57:22,RT @LivPosting: Conservatives will rely on “science” to say there are only two genders and then pretend global warming doesn’t exist,Neutral,0.0,0.5,0,5287,"['RT', 'Conservatives', 'will', 'rely', 'on', 'science', 'to', 'say', 'there', 'are', 'only', 'two', 'genders', 'and', 'then', 'pretend', 'global', 'warming', 'doesn', 't', 'exist']","['rt conservatives', 'doesn t']"
,2019-10-18 05:57:21,"RT @guardian: 1989: Exxon, Shell, BP and other fossil fuel companies establish the Global Climate Coalition, a lobbying group that challeng…",Negative,-0.0625,0.1875,0,18,"['RT', '1989', 'Exxon', 'Shell', 'BP', 'and', 'other', 'fossil', 'fuel', 'companies', 'establish', 'the', 'Global', 'Climate', 'Coalition', 'a', 'lobbying', 'group', 'that', 'challeng']","['rt', 'exxon shell bp', 'fossil fuel companies', 'global climate coalition']"
,2019-10-18 05:57:13,RT @LivPosting: Conservatives will rely on “science” to say there are only two genders and then pretend global warming doesn’t exist,Neutral,0.0,0.5,0,5287,"['RT', 'Conservatives', 'will', 'rely', 'on', 'science', 'to', 'say', 'there', 'are', 'only', 'two', 'genders', 'and', 'then', 'pretend', 'global', 'warming', 'doesn', 't', 'exist']","['rt conservatives', 'doesn t']"
,2019-10-18 05:57:12,RT @GeoffreySupran: BREAKING: Massachusetts Attorney General is poised to sue ExxonMobil for allegedly deceiving consumers about global war…,Negative,-0.016666666666666663,0.19999999999999998,0,36,"['RT', 'BREAKING', 'Massachusetts', 'Attorney', 'General', 'is', 'poised', 'to', 'sue', 'ExxonMobil', 'for', 'allegedly', 'deceiving', 'consumers', 'about', 'global', 'war']","['rt breaking massachusetts', 'exxonmobil', 'global war']"
,2019-10-18 05:57:08,"It’s not rational to base policies on panic and on alarmism, or spend billions of dollars on the basis of flawed mo… https://t.co/F70OCN3HMo",Negative,-0.65,0.75,0,1,"['It', 's', 'not', 'rational', 'to', 'base', 'policies', 'on', 'panic', 'and', 'on', 'alarmism', 'or', 'spend', 'billions', 'of', 'dollars', 'on', 'the', 'basis', 'of', 'flawed', 'mo']",['base policies']
,2019-10-18 05:57:05,"RT @nickmuhammad: Kenapa panas eh harini?

Officemate: adjust the aircond temperature
Scientists: it is because the radiation from the sun…",Neutral,0.0,0.0,0,1,"['RT', 'Kenapa', 'panas', 'eh', 'harini', 'Officemate', 'adjust', 'the', 'aircond', 'temperature', 'Scientists', 'it', 'is', 'because', 'the', 'radiation', 'from', 'the', 'sun']","['rt kenapa', 'panas eh harini', 'officemate', 'aircond temperature', 'scientists']"
,2019-10-18 05:56:57,RT @ThingsWork: This is the distribution of annual average temperature anomalies due to global warming from 1850 until today https://t.co/x…,Negative,-0.09166666666666667,0.2583333333333333,0,2863,"['RT', 'This', 'is', 'the', 'distribution', 'of', 'annual', 'average', 'temperature', 'anomalies', 'due', 'to', 'global', 'warming', 'from', '1850', 'until', 'today']","['rt', 'annual average temperature anomalies']"
,2019-10-18 05:56:55,"RT @MoSwooping: #NewEpisode Ep 11 with  @TiernanDouieb. We chat about battery bees, Al Gore's slideshow on global warming &amp; Super Mario Bro…",Positive,0.16666666666666666,0.3333333333333333,0,2,"['RT', 'NewEpisode', 'Ep', '11', 'with', 'We', 'chat', 'about', 'battery', 'bees', 'Al', 'Gore', 's', 'slideshow', 'on', 'global', 'warming', 'amp', 'Super', 'Mario', 'Bro']","['rt newepisode ep', 'battery bees', 'al gore', 's slideshow', 'mario bro']"
,2019-10-18 05:56:54,Politicians who refuse to acknowledge that automation is a real crisis in our country are the same dumbasses who ch… https://t.co/OlCTNx0NtY,Positive,0.1,0.21250000000000002,0,0,"['Politicians', 'who', 'refuse', 'to', 'acknowledge', 'that', 'automation', 'is', 'a', 'real', 'crisis', 'in', 'our', 'country', 'are', 'the', 'same', 'dumbasses', 'who', 'ch']","['politicians', 'real crisis']"
,2019-10-18 05:56:44,Let’s not pretend that oil extraction is kept cheap and dirty to accommodate developing countries. There’s no altru… https://t.co/LFZbvfSAEu,Negative,-0.09999999999999998,0.75,0,0,"['Let', 's', 'not', 'pretend', 'that', 'oil', 'extraction', 'is', 'kept', 'cheap', 'and', 'dirty', 'to', 'accommodate', 'developing', 'countries', 'There', 's', 'no', 'altru']",['oil extraction']
,2019-10-18 05:56:29,RT @LivPosting: Conservatives will rely on “science” to say there are only two genders and then pretend global warming doesn’t exist,Neutral,0.0,0.5,0,5287,"['RT', 'Conservatives', 'will', 'rely', 'on', 'science', 'to', 'say', 'there', 'are', 'only', 'two', 'genders', 'and', 'then', 'pretend', 'global', 'warming', 'doesn', 't', 'exist']","['rt conservatives', 'doesn t']"
,2019-10-18 05:56:07,"Kenapa panas eh harini?

Officemate: adjust the aircond temperature
Scientists: it is because the radiation from th… https://t.co/sl3cwgjG4g",Neutral,0.0,0.0,0,1,"['Kenapa', 'panas', 'eh', 'harini', 'Officemate', 'adjust', 'the', 'aircond', 'temperature', 'Scientists', 'it', 'is', 'because', 'the', 'radiation', 'from', 'th']","['kenapa', 'panas eh harini', 'officemate', 'aircond temperature', 'scientists']"
,2019-10-18 05:56:00,"Thought for Day by considering global warming and environment change 👍
#FridayMotivation 
#FridayFeeling https://t.co/hoI1RD1bFI",Neutral,0.0,0.0,2,3,"['Thought', 'for', 'Day', 'by', 'considering', 'global', 'warming', 'and', 'environment', 'change', 'FridayMotivation', 'FridayFeeling']","['thought', 'fridaymotivation fridayfeeling']"
,2019-10-18 05:55:47,RT @LivPosting: Conservatives will rely on “science” to say there are only two genders and then pretend global warming doesn’t exist,Neutral,0.0,0.5,0,5287,"['RT', 'Conservatives', 'will', 'rely', 'on', 'science', 'to', 'say', 'there', 'are', 'only', 'two', 'genders', 'and', 'then', 'pretend', 'global', 'warming', 'doesn', 't', 'exist']","['rt conservatives', 'doesn t']"
,2019-10-18 05:55:42,RT @drmistercody: @TheLaurenChen @FreedomWorks Jabbing my brain with an icicle to figure out why fewer millennials identify as Republicans…,Neutral,0.0,0.0,0,31,"['RT', 'Jabbing', 'my', 'brain', 'with', 'an', 'icicle', 'to', 'figure', 'out', 'why', 'fewer', 'millennials', 'identify', 'as', 'Republicans']","['rt jabbing', 'millennials identify']"
,2019-10-18 05:55:38,"@LoveWithinHell Socialism will do nothing to curb any environmental issues, that's a fact.

That's what scares me.… https://t.co/QCTVhQCaBC",Neutral,0.0,0.0,0,0,"['Socialism', 'will', 'do', 'nothing', 'to', 'curb', 'any', 'environmental', 'issues', 'that', 's', 'a', 'fact', 'That', 's', 'what', 'scares', 'me']","['socialism', 'environmental issues']"
,2019-10-18 05:55:37,"RT @climatecouncil: If nothing changes, we are on track for a rise in global temp of 4-6 ̊C. To put this in context, the difference in temp…",Neutral,0.0,0.0,0,86,"['RT', 'If', 'nothing', 'changes', 'we', 'are', 'on', 'track', 'for', 'a', 'rise', 'in', 'global', 'temp', 'of', '4', '6', 'C', 'To', 'put', 'this', 'in', 'context', 'the', 'difference', 'in', 'temp']","['rt', 'global temp']"
,2019-10-18 05:55:08,RT @LivPosting: Conservatives will rely on “science” to say there are only two genders and then pretend global warming doesn’t exist,Neutral,0.0,0.5,0,5287,"['RT', 'Conservatives', 'will', 'rely', 'on', 'science', 'to', 'say', 'there', 'are', 'only', 'two', 'genders', 'and', 'then', 'pretend', 'global', 'warming', 'doesn', 't', 'exist']","['rt conservatives', 'doesn t']"
,2019-10-18 05:54:48,"RT @dksc4life: doctor: i’m sorry but you only have a few more years left to live

me: oh my god. you’re lying

doctor *shows me a chart of…",Negative,-0.0106060606060606,0.5166666666666667,0,204,"['RT', 'doctor', 'i', 'm', 'sorry', 'but', 'you', 'only', 'have', 'a', 'few', 'more', 'years', 'left', 'to', 'live', 'me', 'oh', 'my', 'god', 'you', 're', 'lying', 'doctor', 'shows', 'me', 'a', 'chart', 'of']","['rt', 'doctor i m', 'doctor shows']"
,2019-10-18 05:54:37,"RT @MoSwooping: #NewEpisode Ep 11 with  @TiernanDouieb. We chat about battery bees, Al Gore's slideshow on global warming &amp; Super Mario Bro…",Positive,0.16666666666666666,0.3333333333333333,0,2,"['RT', 'NewEpisode', 'Ep', '11', 'with', 'We', 'chat', 'about', 'battery', 'bees', 'Al', 'Gore', 's', 'slideshow', 'on', 'global', 'warming', 'amp', 'Super', 'Mario', 'Bro']","['rt newepisode ep', 'battery bees', 'al gore', 's slideshow', 'mario bro']"
,2019-10-18 05:54:32,RT @LivPosting: Conservatives will rely on “science” to say there are only two genders and then pretend global warming doesn’t exist,Neutral,0.0,0.5,0,5287,"['RT', 'Conservatives', 'will', 'rely', 'on', 'science', 'to', 'say', 'there', 'are', 'only', 'two', 'genders', 'and', 'then', 'pretend', 'global', 'warming', 'doesn', 't', 'exist']","['rt conservatives', 'doesn t']"
,2019-10-18 05:54:07,"RT @TheRealPBarry: Dear Mr Bolt, excuse my pathetic, evasive, deceptive hysteria, but may I suggest that we all listen to the science on gl…",Negative,-0.525,0.525,0,273,"['RT', 'Dear', 'Mr', 'Bolt', 'excuse', 'my', 'pathetic', 'evasive', 'deceptive', 'hysteria', 'but', 'may', 'I', 'suggest', 'that', 'we', 'all', 'listen', 'to', 'the', 'science', 'on', 'gl']","['rt dear mr bolt', 'evasive deceptive hysteria']"
,2019-10-18 05:54:02,RT @LivPosting: Conservatives will rely on “science” to say there are only two genders and then pretend global warming doesn’t exist,Neutral,0.0,0.5,0,5287,"['RT', 'Conservatives', 'will', 'rely', 'on', 'science', 'to', 'say', 'there', 'are', 'only', 'two', 'genders', 'and', 'then', 'pretend', 'global', 'warming', 'doesn', 't', 'exist']","['rt conservatives', 'doesn t']"
,2019-10-18 05:53:57,RT @drmistercody: @TheLaurenChen @FreedomWorks Jabbing my brain with an icicle to figure out why fewer millennials identify as Republicans…,Neutral,0.0,0.0,0,31,"['RT', 'Jabbing', 'my', 'brain', 'with', 'an', 'icicle', 'to', 'figure', 'out', 'why', 'fewer', 'millennials', 'identify', 'as', 'Republicans']","['rt jabbing', 'millennials identify']"
,2019-10-18 05:53:53,"RT @Electroversenet: Global warming ENDED 20 years ago, says professor:

https://t.co/hedhPY3g2p",Neutral,0.0,0.0,0,114,"['RT', 'Global', 'warming', 'ENDED', '20', 'years', 'ago', 'says', 'professor']","['rt global', 'ended']"
,2019-10-18 05:53:39,RT @RupeshPatel24: What message does it send our youth if we shame them for speaking their truth and standing up for what they believe in?…,Neutral,0.0,0.0,0,1,"['RT', 'What', 'message', 'does', 'it', 'send', 'our', 'youth', 'if', 'we', 'shame', 'them', 'for', 'speaking', 'their', 'truth', 'and', 'standing', 'up', 'for', 'what', 'they', 'believe', 'in']",['rt']
,2019-10-18 05:53:32,"@RachelBock9 @Cernovich ""You essentially have about 10 years to find a husband and have children....""
Because you'l… https://t.co/uB6EGGpkpu",Neutral,0.0,0.3,0,0,"['You', 'essentially', 'have', 'about', '10', 'years', 'to', 'find', 'a', 'husband', 'and', 'have', 'children', 'Because', 'you', 'l']",[]
,2019-10-18 05:53:18,"RT @AlbertaLiberty: @Joe86538718 @Andy55759590 @IBAConservative @liberal_party @UN @OCFLA @LiberalMcGill @CPC_HQ @NDP What a duffus. 

http…",Neutral,0.0,0.0,0,13,"['RT', 'party', 'HQ', 'What', 'a', 'duffus', 'http']","['rt', 'hq', 'duffus http']"
,2019-10-18 05:53:14,RT @LivPosting: Conservatives will rely on “science” to say there are only two genders and then pretend global warming doesn’t exist,Neutral,0.0,0.5,0,5287,"['RT', 'Conservatives', 'will', 'rely', 'on', 'science', 'to', 'say', 'there', 'are', 'only', 'two', 'genders', 'and', 'then', 'pretend', 'global', 'warming', 'doesn', 't', 'exist']","['rt conservatives', 'doesn t']"
,2019-10-18 05:53:09,RT @AsapSCIENCE: Doing research on climate change denial and found so many fake science articles with incorrect info designed to look legit…,Neutral,0.0,0.75,0,44,"['RT', 'Doing', 'research', 'on', 'climate', 'change', 'denial', 'and', 'found', 'so', 'many', 'fake', 'science', 'articles', 'with', 'incorrect', 'info', 'designed', 'to', 'look', 'legit']","['rt doing', 'fake science articles', 'incorrect info']"
,2019-10-18 05:53:06,"Hello there, 
 So after publishing my very first blog post on what “sexual health” is, I’ve received a lot of warmi… https://t.co/kq6a6zLyu6",Positive,0.4125,0.6333333333333333,0,1,"['Hello', 'there', 'So', 'after', 'publishing', 'my', 'very', 'first', 'blog', 'post', 'on', 'what', 'sexual', 'health', 'is', 'I', 've', 'received', 'a', 'lot', 'of', 'warmi']","['hello', 'blog post', 'sexual health']"
,2019-10-18 05:53:00,"RT @Marlene45MAGA: #ClimateChangeHoax 

This 12 minute video illuminates the total deception perpetrated by the #ClimateChange liars.

""...…",Neutral,0.0,0.75,0,493,"['RT', 'ClimateChangeHoax', 'This', '12', 'minute', 'video', 'illuminates', 'the', 'total', 'deception', 'perpetrated', 'by', 'the', 'ClimateChange', 'liars']","['rt climatechangehoax', 'minute video illuminates', 'total deception', 'climatechange']"
,2019-10-18 05:52:43,Hahah man it’s gonna be a real laugh when global warming IS real and kills a couple billion people 🙃,Positive,0.21666666666666665,0.15000000000000002,1,0,"['Hahah', 'man', 'it', 's', 'gon', 'na', 'be', 'a', 'real', 'laugh', 'when', 'global', 'warming', 'IS', 'real', 'and', 'kills', 'a', 'couple', 'billion', 'people']","['hahah', 's gon na', 'real laugh', 'is']"
,2019-10-18 05:52:43,Where’s global warming when you need it the most?,Positive,0.25,0.25,0,0,"['Where', 's', 'global', 'warming', 'when', 'you', 'need', 'it', 'the', 'most']",[]
,2019-10-18 05:51:49,@RachelSmethers @JuliaHB1 Particularly when it will soon become apparent to the whole world that global warming is… https://t.co/rMF2E6Piqk,Positive,0.10416666666666667,0.27083333333333337,0,0,"['Particularly', 'when', 'it', 'will', 'soon', 'become', 'apparent', 'to', 'the', 'whole', 'world', 'that', 'global', 'warming', 'is']","['particularly', 'whole world']"
,2019-10-18 05:51:39,Global Warming is a scam! https://t.co/AhYagHQcaw,Neutral,0.0,0.0,0,0,"['Global', 'Warming', 'is', 'a', 'scam']",['global warming']
,2019-10-18 05:51:35,RT @DailyRasp: A People’s Party government would withdraw from the Paris Accord and abandon unrealistic greenhouse-gas emission reduction t…,Negative,-0.5,1.0,0,3,"['RT', 'A', 'People', 's', 'Party', 'government', 'would', 'withdraw', 'from', 'the', 'Paris', 'Accord', 'and', 'abandon', 'unrealistic', 'greenhouse', 'gas', 'emission', 'reduction', 't']","['rt', 'people s party government', 'paris accord', 'abandon unrealistic greenhouse gas emission reduction t']"
,2019-10-18 05:51:34,RT @DailyRasp: A People’s Party government would withdraw from the Paris Accord and abandon unrealistic greenhouse-gas emission reduction t…,Negative,-0.5,1.0,0,3,"['RT', 'A', 'People', 's', 'Party', 'government', 'would', 'withdraw', 'from', 'the', 'Paris', 'Accord', 'and', 'abandon', 'unrealistic', 'greenhouse', 'gas', 'emission', 'reduction', 't']","['rt', 'people s party government', 'paris accord', 'abandon unrealistic greenhouse gas emission reduction t']"
,2019-10-18 05:51:33,"RT @ClimateBen: 'Reporting on climate change is a difficult exercise between being alarmist or realistic, while fulfilling our duty to keep…",Negative,-0.16666666666666669,0.6666666666666666,0,55,"['RT', 'Reporting', 'on', 'climate', 'change', 'is', 'a', 'difficult', 'exercise', 'between', 'being', 'alarmist', 'or', 'realistic', 'while', 'fulfilling', 'our', 'duty', 'to', 'keep']","['rt reporting', 'realistic while']"
,2019-10-18 05:51:20,RT @LivPosting: Conservatives will rely on “science” to say there are only two genders and then pretend global warming doesn’t exist,Neutral,0.0,0.5,0,5287,"['RT', 'Conservatives', 'will', 'rely', 'on', 'science', 'to', 'say', 'there', 'are', 'only', 'two', 'genders', 'and', 'then', 'pretend', 'global', 'warming', 'doesn', 't', 'exist']","['rt conservatives', 'doesn t']"
,2019-10-18 05:51:13,"RT @SenSanders: If we do not pass a Green New Deal, Mr. Trump's resort is likely to be swallowed by sea-level rise before the century ends…",Negative,-0.02121212121212122,0.5848484848484848,0,1063,"['RT', 'If', 'we', 'do', 'not', 'pass', 'a', 'Green', 'New', 'Deal', 'Mr', 'Trump', 's', 'resort', 'is', 'likely', 'to', 'be', 'swallowed', 'by', 'sea', 'level', 'rise', 'before', 'the', 'century', 'ends']","['rt', 'deal mr trump', 's resort', 'sea level rise', 'century ends']"
,2019-10-18 05:51:08,"RT @ClimateBen: 'Reporting on climate change is a difficult exercise between being alarmist or realistic, while fulfilling our duty to keep…",Negative,-0.16666666666666669,0.6666666666666666,0,55,"['RT', 'Reporting', 'on', 'climate', 'change', 'is', 'a', 'difficult', 'exercise', 'between', 'being', 'alarmist', 'or', 'realistic', 'while', 'fulfilling', 'our', 'duty', 'to', 'keep']","['rt reporting', 'realistic while']"
,2019-10-18 05:50:50,"RT @ClimateBen: 'Reporting on climate change is a difficult exercise between being alarmist or realistic, while fulfilling our duty to keep…",Negative,-0.16666666666666669,0.6666666666666666,0,55,"['RT', 'Reporting', 'on', 'climate', 'change', 'is', 'a', 'difficult', 'exercise', 'between', 'being', 'alarmist', 'or', 'realistic', 'while', 'fulfilling', 'our', 'duty', 'to', 'keep']","['rt reporting', 'realistic while']"
,2019-10-18 05:50:49,Not. UBI has been a long time coming and I'd rather try something revolutionary than stay stagnant until global war… https://t.co/YowEMhJTIC,Negative,-0.025,0.2,0,0,"['Not', 'UBI', 'has', 'been', 'a', 'long', 'time', 'coming', 'and', 'I', 'd', 'rather', 'try', 'something', 'revolutionary', 'than', 'stay', 'stagnant', 'until', 'global', 'war']","['ubi', 'long time', 'global war']"
,2019-10-18 05:50:43,@MSamuels_LINY @realDonaldTrump DOWN WITH HEALTHCARE! DOWN with clean air and water!   DOWN with protection in the… https://t.co/3RJKRneVSg,Negative,-0.025000000000000015,0.3916666666666667,0,0,"['LINY', 'DOWN', 'WITH', 'HEALTHCARE', 'DOWN', 'with', 'clean', 'air', 'and', 'water', 'DOWN', 'with', 'protection', 'in', 'the']","['liny down with healthcare down', 'clean air', 'down']"
,2019-10-18 05:50:18,RT @LivPosting: Conservatives will rely on “science” to say there are only two genders and then pretend global warming doesn’t exist,Neutral,0.0,0.5,0,5287,"['RT', 'Conservatives', 'will', 'rely', 'on', 'science', 'to', 'say', 'there', 'are', 'only', 'two', 'genders', 'and', 'then', 'pretend', 'global', 'warming', 'doesn', 't', 'exist']","['rt conservatives', 'doesn t']"
,2019-10-18 05:50:07,RT @LivPosting: Conservatives will rely on “science” to say there are only two genders and then pretend global warming doesn’t exist,Neutral,0.0,0.5,0,5287,"['RT', 'Conservatives', 'will', 'rely', 'on', 'science', 'to', 'say', 'there', 'are', 'only', 'two', 'genders', 'and', 'then', 'pretend', 'global', 'warming', 'doesn', 't', 'exist']","['rt conservatives', 'doesn t']"
,2019-10-18 05:50:07,RT @britneyspears: Does anyone think global warming is a good thing? I love Lady Gaga.  I think she's a really interesting artist.,Positive,0.425,0.42500000000000004,0,148838,"['RT', 'Does', 'anyone', 'think', 'global', 'warming', 'is', 'a', 'good', 'thing', 'I', 'love', 'Lady', 'Gaga', 'I', 'think', 'she', 's', 'a', 'really', 'interesting', 'artist']","['rt does', 'good thing', 'gaga', 'interesting artist']"
